,Job_title,Annual_salary,Age,Sex,Race,Experience_years
461,Probationary Trooper,44082.0,26,M,HISPA,2.9843186376174735
462,Trooper,53241.96,26,M,HISPA,3.4826177128893816
463,Corporal,64918.92,37,M,HISPA,9.37733149893564
464,Trooper,53241.96,26,M,WHITE,3.98091678816129
465,Trooper,64918.92,27,M,WHITE,6.472412164520832
466,Trooper,64918.92,30,M,WHITE,8.936528470810488
467,Trooper,64918.92,29,M,WHITE,6.472412164520832
468,Trooper,72612.96,40,M,WHITE,17.144773677762036
469,Trooper,53241.96,25,M,HISPA,4.977514938705107
470,Corporal,69540.96,36,M,HISPA,11.26374942675072
471,"Lieutenant, Public Safety",89073.96,44,M,HISPA,16.244002272462815
472,Trooper,64918.92,26,F,HISPA,6.970711239792741
473,Trooper,53241.96,29,M,HISPA,3.6167751562318187
474,Probationary Trooper,44082.0,26,M,HISPA,2.9843186376174735
475,Trooper,64918.92,40,M,WHITE,10.094663134766627
476,Trooper,79323.0,52,M,WHITE,27.934865192303743
477,Trooper,75967.92,45,M,WHITE,20.287890921784843
478,Trooper,53241.96,28,M,WHITE,5.974113089248924
479,"Sergeant, Public Safety",80820.96,40,M,WHITE,17.221435073957714
480,Trooper,64918.92,31,M,ASIAN,9.37733149893564
481,"Major, Public Safety",116473.92,42,M,WHITE,23.96490003217041
482,Trooper,64918.92,35,M,BLACK,6.472412164520832
483,Trooper,75967.92,39,M,WHITE,18.56300950738208
484,Trooper,64918.92,30,M,WHITE,4.977514938705107
485,Trooper,53241.96,35,M,WHITE,3.98091678816129
486,Probationary Trooper,44082.0,25,M,WHITE,2.9843186376174735
487,Corporal,53241.96,35,M,WHITE,5.475814013977015
488,Trooper,53241.96,26,M,HISPA,5.475814013977015
489,Trooper,72612.96,39,M,WHITE,17.840202057537116
490,Trooper,53241.96,24,M,WHITE,3.98091678816129
491,Trooper,79323.0,50,M,WHITE,17.161201119803966
492,Trooper,64918.92,29,M,WHITE,6.472412164520832
493,Trooper,64918.92,29,F,WHITE,4.479215863433199
494,Corporal,69540.96,33,F,WHITE,13.256945727838353
495,Trooper,79323.0,60,M,WHITE,25.17231702225234
496,Trooper,72612.96,55,M,AMIND,17.840202057537116
497,"Sergeant, Public Safety",84390.96,47,M,WHITE,18.98464718645831
498,Trooper,72612.96,43,M,WHITE,17.221435073957714
499,Trooper,64918.92,33,M,WHITE,5.533310061123774
500,Trooper,64918.92,34,M,WHITE,6.472412164520832
501,Trooper,79323.0,51,M,WHITE,25.862269588013444
502,Trooper,64918.92,36,M,WHITE,6.970711239792741
503,Trooper,53241.96,46,M,WHITE,3.98091678816129
504,"Sergeant, Public Safety",86494.92,50,M,BLACK,25.862269588013444
505,Corporal,69540.96,40,M,WHITE,10.516300813842857
506,Trooper,69540.96,35,M,WHITE,11.26374942675072
507,Probationary Trooper,44082.0,25,M,WHITE,2.9843186376174735
508,Trooper,69540.96,44,M,BLACK,13.256945727838353
509,Trooper,53241.96,25,M,BLACK,4.479215863433199
510,"Sergeant, Public Safety",84390.96,47,M,BLACK,19.33509928335284
511,Trooper,79323.0,67,M,WHITE,17.254289958041575
512,Corporal,72612.96,47,F,BLACK,16.91752739618199
513,Probationary Trooper,44082.0,29,M,WHITE,2.9843186376174735
514,"Sergeant, Public Safety",72711.0,41,M,WHITE,8.577862652894995
515,Corporal,72612.96,40,M,WHITE,18.19886787545261
516,Trooper,72612.96,42,M,WHITE,18.19886787545261
517,Trooper,79323.0,50,M,HISPA,25.865007495020432
518,Trooper,53241.96,32,M,WHITE,5.475814013977015
519,Trooper,79323.0,72,M,BLACK,18.25362601559238
520,Trooper,53241.96,30,M,WHITE,4.479215863433199
521,Trooper,72612.96,50,M,HISPA,17.840202057537116
522,Trooper,79323.0,46,M,WHITE,27.26134006858457
523,"Sergeant, Public Safety",84390.96,45,M,WHITE,21.26532372327974
524,Trooper,72612.96,35,M,BLACK,16.244002272462815
525,Trooper,79323.0,56,M,HISPA,27.26134006858457
526,Trooper,64918.92,33,M,WHITE,7.945406134280649
527,Trooper,64918.92,37,M,WHITE,7.469010315064649
528,Trooper,64918.92,27,M,HISPA,6.472412164520832
529,Trooper,69540.96,36,M,HISPA,13.445861311320561
530,Trooper,64918.92,31,M,WHITE,6.970711239792741
531,Trooper,53241.96,23,M,WHITE,3.4826177128893816
532,Trooper,53241.96,25,F,WHITE,3.4826177128893816
533,Trooper,53241.96,30,M,WHITE,4.977514938705107
534,Trooper,53241.96,24,F,WHITE,5.33891866362759
535,"Sergeant, Public Safety",72711.0,30,M,WHITE,9.37733149893564
536,"Sergeant, Public Safety",84390.96,43,M,WHITE,21.26532372327974
537,Trooper,69540.96,50,M,AMIND,12.391767113629985
538,Corporal,69540.96,34,M,WHITE,13.541688056565159
539,Trooper,64918.92,31,M,WHITE,3.6167751562318187
540,Trooper,53241.96,25,M,HISPA,4.977514938705107
541,Corporal,72612.96,51,M,HISPA,17.840202057537116
542,Corporal,64918.92,50,M,WHITE,8.936528470810488
543,Trooper,64918.92,37,M,WHITE,4.805026797264831
544,Trooper,64918.92,29,M,WHITE,7.469010315064649
545,Trooper,53241.96,26,M,HISPA,3.4826177128893816
546,"Sergeant, Public Safety",86494.92,48,M,HISPA,23.96490003217041
547,Trooper,64918.92,27,M,HISPA,6.472412164520832
548,"Sergeant, Public Safety",86494.92,61,M,HISPA,13.002320376188424
549,Trooper,53241.96,35,M,HISPA,4.306727721992923
550,Trooper,53241.96,25,M,HISPA,4.306727721992923
551,Trooper,64918.92,32,M,HISPA,7.469010315064649
552,Trooper,69540.96,39,M,WHITE,12.758646652566446
553,"Sergeant, Public Safety",84390.96,46,M,WHITE,19.33509928335284
554,"Lieutenant, Public Safety",95191.92,63,M,WHITE,12.391767113629985
555,Trooper,75967.92,43,M,WHITE,20.287890921784843
556,"Sergeant, Public Safety",77638.92,51,M,WHITE,8.334188929273017
557,Trooper,64918.92,35,M,AMIND,7.945406134280649
558,Trooper,69540.96,37,M,WHITE,13.256945727838353
559,Trooper,69540.96,35,M,WHITE,11.26374942675072
560,Trooper,53241.96,42,M,BLACK,4.306727721992923
561,Trooper,53241.96,25,M,WHITE,3.98091678816129
562,Trooper,53241.96,27,M,WHITE,4.977514938705107
563,Corporal,69540.96,41,F,WHITE,16.71492227766484
564,Trooper,53241.96,24,M,WHITE,4.805026797264831
565,Trooper,72612.96,42,M,WHITE,16.244002272462815
566,Trooper,79323.0,48,M,BLACK,24.846506088420707
567,Corporal,79323.0,57,M,WHITE,25.862269588013444
568,Trooper,64918.92,33,M,WHITE,10.094663134766627
569,Trooper,53241.96,26,M,WHITE,4.805026797264831
570,Trooper,64918.92,29,M,WHITE,3.6167751562318187
571,Trooper,75967.92,54,M,BLACK,19.33509928335284
572,"Sergeant, Public Safety",84390.96,41,M,WHITE,20.287890921784843
573,Trooper,64918.92,28,M,WHITE,6.970711239792741
574,Trooper,79323.0,64,M,WHITE,16.58624064833638
575,Trooper,75967.92,47,M,WHITE,22.300252571921394
576,Trooper,64918.92,28,M,BLACK,6.472412164520832
577,Trooper,64918.92,27,M,WHITE,3.808428646721014
578,Trooper,64918.92,27,M,HISPA,6.970711239792741
579,Trooper,72612.96,38,M,HISPA,15.937356687680102
580,Trooper,53241.96,31,M,HISPA,3.808428646721014
581,"Sergeant, Public Safety",72711.0,29,M,HISPA,6.970711239792741
582,Trooper,53241.96,28,M,HISPA,5.974113089248924
583,Trooper,53241.96,26,M,HISPA,4.306727721992923
584,Trooper,53241.96,33,M,WHITE,3.98091678816129
585,Trooper,69540.96,37,M,HISPA,13.793575501208101
586,Trooper,69540.96,35,M,HISPA,11.762048502022628
587,Trooper,72612.96,41,M,WHITE,17.840202057537116
588,Trooper,53241.96,25,M,WHITE,4.306727721992923
589,"Lieutenant, Public Safety",89073.96,42,M,WHITE,17.840202057537116
590,Corporal,64918.92,40,F,WHITE,5.533310061123774
591,Trooper,72612.96,47,M,WHITE,17.840202057537116
592,Trooper,75967.92,56,M,ASIAN,16.41922832091008
593,"Lieutenant, Public Safety",89073.96,42,M,WHITE,17.840202057537116
594,"Lieutenant, Public Safety",85776.96,34,M,WHITE,13.10088502844001
595,"Sergeant, Public Safety",80820.96,49,M,WHITE,17.221435073957714
596,Trooper,53241.96,23,F,WHITE,4.977514938705107
597,Corporal,79323.0,48,M,WHITE,23.274947466409305
598,Trooper,53241.96,35,M,WHITE,4.805026797264831
599,"Sergeant, Public Safety",86494.92,49,M,WHITE,22.45357536431275
600,"Lieutenant, Public Safety",95191.92,54,M,WHITE,27.26134006858457
601,Trooper,64918.92,29,M,WHITE,6.970711239792741
602,Trooper,72612.96,38,M,WHITE,16.244002272462815
603,Trooper,72612.96,45,M,HISPA,16.876458791077162
604,Trooper,64918.92,30,M,WHITE,6.970711239792741
605,Probationary Trooper,44082.0,25,M,WHITE,2.9843186376174735
606,Trooper,69540.96,46,M,BLACK,10.401308719549341
607,Trooper,64918.92,27,M,WHITE,6.970711239792741
608,Trooper,53241.96,25,M,ASIAN,4.306727721992923
609,"Sergeant, Public Safety",86494.92,46,F,WHITE,25.862269588013444
610,"Sergeant, Public Safety",84390.96,52,M,WHITE,18.98464718645831
611,Trooper,53241.96,27,M,WHITE,4.306727721992923
612,Trooper,53241.96,30,M,WHITE,4.306727721992923
613,Trooper,69540.96,34,M,WHITE,13.946898293599459
614,"Lieutenant, Public Safety",95191.92,52,M,WHITE,25.17231702225234
615,Trooper,79323.0,51,M,WHITE,22.45357536431275
616,Trooper,53241.96,36,M,BLACK,4.805026797264831
617,"Sergeant, Public Safety",80820.96,38,M,BLACK,16.244002272462815
618,Trooper,75967.92,47,M,WHITE,21.26532372327974
619,Trooper,69540.96,31,M,WHITE,12.260347577294537
620,Trooper,79323.0,49,M,BLACK,23.96490003217041
621,Trooper,79323.0,62,M,WHITE,15.419892263359275
622,Trooper,69540.96,43,M,HISPA,12.621751302217021
623,Trooper,53241.96,35,M,WHITE,4.977514938705107
624,"Sergeant, Public Safety",84390.96,47,M,WHITE,18.58765067044498
625,"Sergeant, Public Safety",86494.92,47,F,BLACK,24.846506088420707
626,Trooper,69540.96,47,M,WHITE,10.4588047666961
627,Trooper,53241.96,44,F,WHITE,9.459468709145295
628,Trooper,64918.92,33,M,WHITE,6.472412164520832
629,"Sergeant, Public Safety",77638.92,36,M,WHITE,10.401308719549341
630,Probationary Trooper,44082.0,29,M,HISPA,2.9843186376174735
631,Trooper,53241.96,27,F,HISPA,4.306727721992923
632,Trooper,53241.96,26,F,HISPA,4.306727721992923
633,Trooper,69540.96,43,M,HISPA,12.660082000314858
634,Trooper,64918.92,41,M,HISPA,3.6167751562318187
635,Trooper,53241.96,36,M,HISPA,4.977514938705107
636,Trooper,53241.96,27,M,HISPA,3.808428646721014
637,Trooper,53241.96,24,M,ASIAN,4.805026797264831
638,Trooper,53241.96,24,M,HISPA,4.306727721992923
639,Probationary Trooper,44082.0,30,M,WHITE,2.9843186376174735
640,Trooper,64918.92,38,M,WHITE,8.443705209552558
641,Trooper,53241.96,28,M,WHITE,3.4826177128893816
642,Trooper,64918.92,40,M,AMIND,4.805026797264831
643,Trooper,72612.96,40,M,WHITE,18.56300950738208
644,Trooper,64918.92,31,M,HISPA,5.533310061123774
645,Trooper,75967.92,46,M,HISPA,22.204425826676797
646,Trooper,64918.92,29,M,HISPA,6.970711239792741
647,Corporal,72612.96,39,M,HISPA,15.937356687680102
648,Trooper,72612.96,59,F,HISPA,15.937356687680102
649,Trooper,72612.96,35,M,HISPA,14.828504349849757
650,Trooper,64918.92,31,M,HISPA,6.970711239792741
651,"Captain, Public Safety",107682.0,57,M,HISPA,25.856793773999467
652,Corporal,69540.96,34,M,HISPA,10.516300813842857
653,Trooper,64918.92,33,M,HISPA,8.936528470810488
654,Trooper,64918.92,35,M,HISPA,7.469010315064649
655,Trooper,69540.96,44,M,HISPA,12.58615851112617
656,Corporal,75967.92,47,M,BLACK,20.287890921784843
657,Corporal,64918.92,35,M,HISPA,8.936528470810488
658,"Sergeant, Public Safety",84390.96,53,M,HISPA,19.33509928335284
659,"Sergeant, Public Safety",84390.96,48,M,HISPA,22.204425826676797
660,Trooper,53241.96,25,M,HISPA,4.805026797264831
661,Corporal,72612.96,57,M,HISPA,17.840202057537116
662,Trooper,64918.92,32,M,HISPA,9.37733149893564
663,Trooper,64918.92,28,M,HISPA,4.805026797264831
664,Trooper,53241.96,27,M,HISPA,4.805026797264831
665,Trooper,64918.92,32,M,WHITE,8.936528470810488
666,Trooper,69540.96,48,M,HISPA,17.254289958041575
667,Trooper,69540.96,42,M,HISPA,13.793575501208101
668,Corporal,79323.0,47,M,HISPA,25.17231702225234
669,Trooper,69540.96,38,M,WHITE,12.758646652566446
670,"Major, Public Safety",116473.92,50,M,HISPA,24.846506088420707
671,Trooper,53241.96,28,M,HISPA,5.974113089248924
672,Trooper,53241.96,26,F,WHITE,4.977514938705107
673,"Sergeant, Public Safety",86494.92,44,M,WHITE,24.654852597931512
674,"Sergeant, Public Safety",80820.96,51,M,WHITE,16.244002272462815
675,Trooper,69540.96,34,M,WHITE,11.255535705729756
676,Trooper,64918.92,32,M,WHITE,7.469010315064649
677,Trooper,64918.92,25,M,HISPA,6.472412164520832
678,Trooper,53241.96,26,M,HISPA,4.306727721992923
679,Trooper,64918.92,38,M,HISPA,6.970711239792741
680,Trooper,53241.96,28,F,HISPA,3.4826177128893816
681,Trooper,53241.96,29,M,HISPA,4.284824465937015
682,Trooper,64918.92,27,M,HISPA,3.6167751562318187
683,Trooper,53241.96,38,M,WHITE,3.4826177128893816
684,Trooper,69540.96,32,M,WHITE,12.260347577294537
685,Corporal,69540.96,43,M,WHITE,13.946898293599459
686,Trooper,64918.92,30,M,WHITE,6.970711239792741
687,Trooper,53241.96,27,M,HISPA,5.475814013977015
688,Trooper,72612.96,44,M,ASIAN,14.828504349849757
689,Trooper,64918.92,28,M,WHITE,7.469010315064649
690,Corporal,69540.96,38,M,WHITE,13.793575501208101
691,Trooper,64918.92,31,F,HISPA,5.089769125991635
692,Trooper,53241.96,26,M,HISPA,4.805026797264831
693,Trooper,53241.96,24,M,HISPA,3.98091678816129
694,Trooper,79323.0,51,M,HISPA,26.95469448380186
695,Corporal,69540.96,41,M,HISPA,13.946898293599459
696,Trooper,64918.92,32,M,HISPA,6.970711239792741
697,Trooper,53241.96,30,M,HISPA,4.306727721992923
698,Trooper,53241.96,30,M,WHITE,4.479215863433199
699,Trooper,64918.92,30,M,WHITE,8.443705209552558
700,Trooper,64918.92,44,M,AMIND,5.533310061123774
701,Trooper,53241.96,28,M,WHITE,5.974113089248924
702,Trooper,53241.96,25,M,WHITE,3.98091678816129
703,"Sergeant, Public Safety",86494.92,56,M,WHITE,32.20600012320582
704,Trooper,53241.96,28,F,WHITE,4.805026797264831
705,Trooper,75967.92,47,M,ASIAN,21.26532372327974
706,Corporal,79323.0,43,M,WHITE,22.45357536431275
707,Trooper,69540.96,34,M,WHITE,11.26374942675072
708,"Sergeant, Public Safety",86494.92,63,M,WHITE,15.000992491290033
709,"Sergeant, Public Safety",80820.96,48,M,WHITE,15.937356687680102
710,"Sergeant, Public Safety",77638.92,36,M,WHITE,13.793575501208101
711,Trooper,79323.0,49,M,BLACK,26.073088427551557
712,Trooper,64918.92,28,M,BLACK,6.970711239792741
713,Trooper,53241.96,30,M,WHITE,4.479215863433199
714,Trooper,53241.96,26,M,WHITE,3.4826177128893816
715,Trooper,64918.92,27,M,WHITE,6.472412164520832
716,"Sergeant, Public Safety",86494.92,47,M,WHITE,23.96490003217041
717,Trooper,53241.96,39,M,WHITE,4.805026797264831
718,Trooper,69540.96,42,M,WHITE,13.793575501208101
719,Trooper,53241.96,28,M,WHITE,3.4826177128893816
720,Corporal,69540.96,41,M,ASIAN,14.538286207108975
721,Trooper,64918.92,30,M,WHITE,4.805026797264831
722,Trooper,72612.96,48,M,HISPA,17.221435073957714
723,Corporal,75967.92,42,M,HISPA,20.901182091350268
724,Trooper,53241.96,26,M,HISPA,3.4826177128893816
725,Trooper,64918.92,38,M,WHITE,7.469010315064649
726,"Sergeant, Public Safety",80820.96,46,M,WHITE,18.19886787545261
727,Trooper,64918.92,37,M,HISPA,6.970711239792741
728,Trooper,53241.96,26,M,WHITE,5.475814013977015
729,"Sergeant, Public Safety",80820.96,45,M,WHITE,17.840202057537116
730,Trooper,64918.92,30,M,WHITE,10.341074765395593
731,Trooper,72612.96,50,M,WHITE,14.828504349849757
732,Trooper,69540.96,37,M,WHITE,13.407530613222722
733,"Lieutenant, Public Safety",95191.92,56,M,WHITE,23.277685373416293
734,Trooper,53241.96,28,M,WHITE,4.977514938705107
735,Trooper,69540.96,39,M,WHITE,10.401308719549341
736,Trooper,79323.0,60,M,WHITE,11.30208012484856
737,Trooper,79323.0,46,M,WHITE,22.45357536431275
738,Trooper,64918.92,45,M,BLACK,7.469010315064649
739,Trooper,64918.92,28,M,WHITE,5.533310061123774
740,Trooper,53241.96,27,M,WHITE,4.805026797264831
741,Trooper,53241.96,46,M,WHITE,5.475814013977015
742,Trooper,64918.92,35,M,HISPA,4.805026797264831
743,Trooper,64918.92,30,M,HISPA,4.805026797264831
744,Trooper,64918.92,35,M,WHITE,7.469010315064649
745,Corporal,69540.96,52,M,WHITE,13.946898293599459
746,Trooper,53241.96,25,F,WHITE,4.306727721992923
747,Trooper,64918.92,30,M,WHITE,9.37733149893564
748,Trooper,69540.96,34,M,WHITE,11.26374942675072
749,Trooper,72612.96,42,M,WHITE,15.937356687680102
750,Trooper,72612.96,46,M,HISPA,17.840202057537116
751,Trooper,53241.96,32,M,HISPA,3.98091678816129
752,Trooper,72612.96,47,M,HISPA,14.828504349849757
753,Trooper,53241.96,29,F,HISPA,4.977514938705107
754,Trooper,53241.96,24,M,HISPA,4.306727721992923
755,Trooper,64918.92,27,F,HISPA,6.472412164520832
756,Trooper,64918.92,32,M,HISPA,3.98091678816129
757,Trooper,64918.92,34,M,HISPA,5.533310061123774
758,Trooper,64918.92,26,M,HISPA,3.6167751562318187
759,"Sergeant, Public Safety",86494.92,45,M,HISPA,25.17231702225234
760,Trooper,72612.96,44,M,WHITE,16.244002272462815
761,Corporal,79323.0,48,M,WHITE,26.83970238950834
762,Trooper,53241.96,27,M,WHITE,3.98091678816129
763,"Sergeant, Public Safety",80820.96,39,M,WHITE,14.828504349849757
764,"Sergeant, Public Safety",77638.92,38,M,HISPA,10.516300813842857
765,Trooper,69540.96,32,M,HISPA,12.260347577294537
766,"Sergeant, Public Safety",72711.0,28,M,HISPA,7.945406134280649
767,Trooper,72612.96,47,M,WHITE,16.244002272462815
768,Trooper,79323.0,43,M,WHITE,22.45357536431275
769,Trooper,64918.92,31,M,HISPA,8.936528470810488
770,Trooper,75967.92,50,M,WHITE,20.287890921784843
771,Trooper,53241.96,27,M,WHITE,4.306727721992923
772,Trooper,69540.96,41,M,HISPA,10.516300813842857
773,Trooper,75967.92,46,M,HISPA,18.98464718645831
774,Trooper,64918.92,32,M,WHITE,9.37733149893564
775,Trooper,64918.92,44,M,WHITE,8.443705209552558
776,Trooper,64918.92,32,F,WHITE,3.98091678816129
777,Trooper,64918.92,34,M,ASIAN,9.826348248081754
778,Trooper,69540.96,43,M,HISPA,13.139215726537849
779,"Captain, Public Safety",107682.0,56,M,WHITE,35.97883597883598
780,Trooper,72612.96,50,F,HISPA,20.632867204665395
781,"Sergeant, Public Safety",77638.92,39,M,HISPA,16.91752739618199
782,Trooper,72612.96,38,M,WHITE,17.840202057537116
783,Corporal,69540.96,39,M,WHITE,13.42669596227164
784,Trooper,64918.92,36,M,WHITE,7.945406134280649
785,Corporal,79323.0,48,M,HISPA,25.862269588013444
786,"Sergeant, Public Safety",84390.96,49,M,WHITE,21.26532372327974
787,Trooper,64918.92,34,M,WHITE,10.094663134766627
788,Trooper,69540.96,45,M,WHITE,11.762048502022628
789,Trooper,69540.96,32,M,HISPA,12.260347577294537
790,Trooper,53241.96,27,M,BLACK,6.086367276535452
791,Trooper,64918.92,34,M,WHITE,9.826348248081754
792,Corporal,64918.92,28,M,WHITE,7.469010315064649
793,Trooper,69540.96,41,M,WHITE,13.256945727838353
794,Trooper,53241.96,30,F,HISPA,6.472412164520832
795,"Lieutenant, Public Safety",89073.96,39,M,HISPA,17.840202057537116
796,"Sergeant, Public Safety",86494.92,57,M,HISPA,32.95344873611368
797,Trooper,64918.92,37,M,HISPA,7.715421945693614
798,Trooper,64918.92,30,M,WHITE,7.945406134280649
799,Trooper,53241.96,25,M,WHITE,4.977514938705107
800,Probationary Trooper,44082.0,28,M,WHITE,2.5818463075901628
801,Trooper,53241.96,23,M,BLACK,3.4826177128893816
802,"Sergeant, Public Safety",84390.96,46,M,WHITE,22.204425826676797
803,Trooper,64918.92,31,M,WHITE,6.970711239792741
804,Trooper,64918.92,30,M,WHITE,4.479215863433199
805,Trooper,69540.96,45,M,WHITE,10.551893604933708
806,Probationary Trooper,44082.0,50,F,WHITE,2.5818463075901628
807,Trooper,53241.96,43,M,WHITE,5.974113089248924
808,Trooper,64918.92,30,M,WHITE,8.462870558601477
809,Trooper,64918.92,32,M,WHITE,7.469010315064649
810,"Lieutenant, Public Safety",95191.92,53,M,HISPA,23.277685373416293
811,Trooper,53241.96,24,M,HISPA,3.98091678816129
812,Trooper,72612.96,44,M,HISPA,18.19886787545261
813,Trooper,69540.96,37,F,HISPA,13.946898293599459
814,Trooper,79323.0,46,M,HISPA,16.58624064833638
815,Trooper,53241.96,25,M,HISPA,3.808428646721014
816,Trooper,64918.92,28,M,HISPA,5.533310061123774
817,Trooper,79323.0,46,M,HISPA,22.45357536431275
818,Trooper,79323.0,61,M,HISPA,13.002320376188424
819,Trooper,69540.96,39,M,HISPA,11.989294783602675
820,Probationary Trooper,44082.0,24,M,HISPA,2.5818463075901628
821,Trooper,64918.92,32,M,HISPA,8.936528470810488
822,Probationary Trooper,44082.0,24,F,HISPA,2.5818463075901628
823,Trooper,53241.96,26,F,HISPA,3.4826177128893816
824,Probationary Trooper,44082.0,31,M,HISPA,2.9843186376174735
825,Trooper,53241.96,25,M,HISPA,3.98091678816129
826,Trooper,75967.92,46,M,HISPA,18.58765067044498
827,Trooper,53241.96,30,M,HISPA,5.475814013977015
828,Trooper,72612.96,59,M,WHITE,17.840202057537116
829,Trooper,72612.96,40,M,HISPA,17.840202057537116
830,Trooper,69540.96,33,F,HISPA,11.26374942675072
831,Trooper,69540.96,43,M,WHITE,13.946898293599459
832,Trooper,53241.96,30,M,WHITE,3.98091678816129
833,Trooper,79323.0,47,M,WHITE,25.17231702225234
834,"Sergeant, Public Safety",84390.96,46,M,WHITE,18.98464718645831
835,Trooper,53241.96,39,M,BLACK,3.4826177128893816
836,Trooper,64918.92,31,M,BLACK,4.479215863433199
837,Trooper,64918.92,29,M,WHITE,4.306727721992923
838,Trooper,79323.0,47,M,WHITE,25.862269588013444
839,"Sergeant, Public Safety",77638.92,38,M,WHITE,13.256945727838353
840,"Sergeant, Public Safety",84390.96,47,M,WHITE,21.20508976912599
841,Trooper,72612.96,36,M,WHITE,14.828504349849757
842,Trooper,53241.96,43,M,BLACK,3.808428646721014
843,Trooper,79323.0,47,F,WHITE,22.45357536431275
844,Trooper,53241.96,47,M,WHITE,4.977514938705107
845,Trooper,79323.0,48,M,WHITE,22.721890250997625
846,Trooper,69540.96,36,M,WHITE,10.516300813842857
847,"Sergeant, Public Safety",72711.0,37,M,WHITE,9.826348248081754
848,"Sergeant, Public Safety",72711.0,34,M,WHITE,9.37733149893564
849,Trooper,64918.92,34,M,HISPA,5.475814013977015
850,Trooper,75967.92,53,M,WHITE,18.98464718645831
851,Trooper,79323.0,48,M,WHITE,24.846506088420707
852,"Sergeant, Public Safety",86494.92,52,M,WHITE,24.846506088420707
853,Trooper,53241.96,31,M,WHITE,3.4826177128893816
854,"Sergeant, Public Safety",72711.0,34,M,WHITE,9.826348248081754
855,Trooper,72612.96,38,M,WHITE,16.91752739618199
856,Trooper,53241.96,38,M,WHITE,4.95287377564221
857,Trooper,79323.0,61,M,AMIND,11.299342217841572
858,Trooper,69540.96,33,M,WHITE,11.989294783602675
859,Trooper,64918.92,32,M,BLACK,4.977514938705107
860,Trooper,53241.96,31,M,WHITE,3.808428646721014
861,Trooper,64918.92,31,M,BLACK,3.6167751562318187
862,"Lieutenant, Public Safety",89073.96,36,M,WHITE,15.937356687680102
863,Trooper,69540.96,36,M,WHITE,13.793575501208101
864,Trooper,75967.92,48,M,WHITE,18.58765067044498
865,Trooper,53241.96,41,M,BLACK,4.306727721992923
866,Trooper,64918.92,28,M,HISPA,4.479215863433199
867,Trooper,64918.92,30,M,HISPA,5.533310061123774
868,"Sergeant, Public Safety",77638.92,35,M,HISPA,12.758646652566446
869,Trooper,53241.96,25,M,HISPA,4.805026797264831
870,Trooper,53241.96,24,M,HISPA,3.98091678816129
871,Corporal,69540.96,36,M,WHITE,13.793575501208101
872,Trooper,72612.96,45,M,WHITE,17.221435073957714
873,Trooper,53241.96,30,M,WHITE,5.974113089248924
874,Trooper,53241.96,41,M,BLACK,5.475814013977015
875,Trooper,53241.96,25,M,WHITE,3.4826177128893816
876,Trooper,79323.0,48,M,WHITE,22.721890250997625
877,Trooper,79323.0,62,M,BLACK,38.96863043046743
878,Trooper,53241.96,28,M,HISPA,4.306727721992923
879,Trooper,64918.92,34,M,HISPA,3.4826177128893816
880,Trooper,72612.96,49,M,HISPA,14.828504349849757
881,Trooper,53241.96,37,M,HISPA,4.805026797264831
882,"Major, Public Safety",116473.92,47,M,HISPA,22.45357536431275
883,Trooper,64918.92,26,M,WHITE,3.6167751562318187
884,Trooper,64918.92,42,F,WHITE,3.808428646721014
885,Trooper,53241.96,23,M,HISPA,3.808428646721014
886,Trooper,64918.92,28,M,WHITE,5.533310061123774
887,Trooper,53241.96,38,F,HISPA,4.492905398468141
888,"Sergeant, Public Safety",80820.96,38,M,HISPA,16.244002272462815
889,"Sergeant, Public Safety",84390.96,41,M,HISPA,18.98464718645831
890,Trooper,53241.96,35,F,HISPA,4.805026797264831
891,"Sergeant, Public Safety",86494.92,51,M,WHITE,25.17231702225234
892,Trooper,69540.96,35,M,HISPA,13.388365264173803
893,Trooper,79323.0,48,M,BLACK,23.274947466409305
894,Trooper,69540.96,32,M,HISPA,12.758646652566446
895,Trooper,64918.92,31,M,HISPA,9.826348248081754
896,Trooper,75967.92,47,M,HISPA,18.58765067044498
897,Trooper,69540.96,53,M,HISPA,13.256945727838353
898,"Sergeant, Public Safety",72711.0,32,M,HISPA,7.945406134280649
899,Trooper,64918.92,34,M,HISPA,8.936528470810488
900,Corporal,69540.96,41,M,HISPA,13.793575501208101
901,Corporal,69540.96,41,M,HISPA,11.762048502022628
902,Probationary Trooper,44082.0,22,M,HISPA,2.9843186376174735
903,Trooper,53241.96,34,M,HISPA,3.98091678816129
904,Trooper,53241.96,29,M,HISPA,4.306727721992923
905,Trooper,53241.96,25,M,HISPA,4.306727721992923
906,Trooper,53241.96,25,M,HISPA,3.4826177128893816
907,Trooper,69540.96,39,M,HISPA,13.388365264173803
908,Trooper,53241.96,24,M,ASIAN,4.479215863433199
909,Probationary Trooper,44082.0,22,F,HISPA,2.9843186376174735
910,Trooper,64918.92,28,M,HISPA,7.469010315064649
911,Trooper,79323.0,53,M,HISPA,30.768598944536848
912,Trooper,53241.96,23,M,HISPA,4.479215863433199
913,Corporal,64918.92,28,M,HISPA,7.945406134280649
914,Corporal,69540.96,33,M,HISPA,10.401308719549341
915,Trooper,53241.96,24,M,HISPA,5.588068201263544
916,Probationary Trooper,44082.0,38,M,HISPA,8.670951491132604
917,Trooper,64918.92,28,M,HISPA,6.472412164520832
918,Trooper,64918.92,32,M,HISPA,8.936528470810488
